source,doc_type,ambito,organismo,asunto,fecha,expediente_id,reclamacion_ref,resolucion_sentido,pdf_url,local_path,download_status,http_status,size_bytes,notes
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,autonomico,,Resolución desestimada,2018-04,RT/0310/2017,,desestimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resoluciones_ccaa_eell/CCAA_2018/04_abril_2018/Descomprimidas/DESESTIMADAS/RT_0310_2017.pdf,pdfs/026_RT_0310_2017.pdf,ok,200,699423,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,autonomico,,Resolución estimatoria,2021-06,RT_0134_2021,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resoluciones_ccaa_eell/CCAA-2021/06junio21/estimadas/RT_0134_2021.pdf,pdfs/027_RT_0134_2021.pdf,ok,200,3254774,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,autonomico,,Resolución RT 166/2022 - Inadmitida,2022-08,RT_166_2022,,inadmision,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resoluciones_ccaa_eell/CCAA-2022/08_AGOSTO-22/INADMITIDAS/Resoluci-n%20RT_166_2022_expte.%20RT-0164-2022.pdf,pdfs/028_RT_166_2022.pdf,ok,200,160316,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,autonomico,,Resoluciones conjuntas estimatorias,2019-11,"RT_0533_2019, RT_0534_2019, RT_0535_2019",,estimatoria,"https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resoluciones_ccaa_eell/CCAA_2019/11-noviembre-2019/descomprimidas/estimadas/RT_0533_2019,%20RT_0534_2019%20y%20RT_0535_2019.pdf",pdfs/029_RT_0533_2019_RT_0534_2019_RT_0535_2019.pdf,ok,200,130575,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,autonomico,,Resolución autonómica archivada,2025-11,RA CTBG 2025-0512,,na,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/reclamaciones/nuestras-resoluciones/resoluciones-%C3%A1mbito-auton%C3%B3mico-y-local/2025/11-noviembre/ARCHIVO/RA%20CTBG%202025-0512%20_Expediente%202599_2025__Censurado.pdf,pdfs/030_RA_CTBG_2025-0512.pdf,ok,200,123429,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,autonomico,,Resolución autonómica estimada,2025-10,RA CTBG 2025-0445,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/reclamaciones/nuestras-resoluciones/resoluciones-%C3%A1mbito-auton%C3%B3mico-y-local/2025/10-octubre/ESTIMADAS/RA%20CTBG%202025-0445%20_Expediente%201319_2025__Censurado.pdf,pdfs/031_RA_CTBG_2025-0445.pdf,ok,200,151537,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,autonomico,,Resolución autonómica,2023,RA CTBG 2023-0740,,na,https://www.consejodetransparencia.es/ct_Home/en/dam/jcr:ddf5cd38-8f11-4745-858b-954d6303b22d/RA%20CTBG%202023-0740%20%5BExpediente%20301_2022%5D_Censurado.pdf,,error:HTTPError,,,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,autonomico,,Resolución autonómica desestimada,2023-10,RA CTBG 2023-0890,,desestimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resoluciones_ccaa_eell/CCAA-2023/10_OCTUBRE-23/DESESTIMADAS/RA%20CTBG%202023-0890%20Expediente%20769_2023_Censurado.pdf,pdfs/033_RA_CTBG_2023-0890.pdf,ok,200,430215,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,autonomico,,Resolución autonómica estimada,2024-07,RA CTBG 2024-0451,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resoluciones_ccaa_eell/CCAA-2024/07-JULIO/ESTIMADAS/RA%20CTBG%202024-0451%20Expediente%20338_2024_Censurado.pdf,pdfs/034_RA_CTBG_2024-0451.pdf,ok,200,1708446,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución archivada,2024-10,R CTBG 2024-1128,,na,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/AGE-2024/10-OCTUBRE/ARCHIVO/R%20CTBG%202024-1128%20Resolucion%20expte.%201025-2024.pdf,pdfs/035_R_CTBG_2024-1128.pdf,ok,200,215342,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución estimatoria,2024-07,R CTBG 2024-0849,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/AGE-2024/06-JULIO/ESTIMATORIAS/R%20CTBG%202024-0849%20Resoluci-n%20expte.%20440-2024.pdf,pdfs/036_R_CTBG_2024-0849.pdf,ok,200,190038,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución de reclamación art. 24 LTAIBG,2025-02,R CTBG 2025-0136,,na,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/AGE-2025/02febrero/R%20CTBG%202025-0136%20(Resoluci%C3%B3n%20expte.%201815-2024).pdf,pdfs/037_R_CTBG_2025-0136.pdf,ok,200,174119,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución estimatoria,2024-07,R CTBG 2024-0814,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/AGE-2024/06-JULIO/ESTIMATORIAS/R%20CTBG%202024-0814%20Resoluci-n%20expte.%20488-2024.pdf,pdfs/038_R_CTBG_2024-0814.pdf,ok,200,200496,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución estimatoria,2024-10,R CTBG 2024-1172,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/AGE-2024/10-OCTUBRE/ESTIMATORIAS/R%20CTBG%202024-1172%20Resoluci-n%20expte.%201001-2024.pdf,pdfs/039_R_CTBG_2024-1172.pdf,ok,200,139064,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución desestimatoria,2024-08,R CTBG 2024-0904,,desestimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/AGE-2024/08-AGOSTO/DESESTIMATORIAS/R%20CTBG%202024-0904%20Resolucion%20expte.%20548-2024.pdf,pdfs/040_R_CTBG_2024-0904.pdf,ok,200,182047,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,autonomico,,Resolución autonómica,2024,RA CTBG 2024-0423,,na,https://www.consejodetransparencia.es/ct_Home/dam/jcr:6e7a60fa-7e59-41f6-aa7c-d51c8ae8f41d/RA%20CTBG%202024-0423%20%5BExpte%20299-2024%5D_Censurado.pdf,,error:HTTPError,,,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución de reclamación art. 24 LTAIBG,2024,R CTBG 2024-1049,,na,https://www.consejodetransparencia.es/ct_Home/dam/jcr:1f5156d8-d443-46c4-902c-61c0beb86822/R%20CTBG%202024-1049%20%5BResoluci%EF%BF%BDn%20expte.%201634-2024%5D.pdf,,error:HTTPError,,,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución estimatoria,2024-03,R CTBG 2024-0265,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/AGE-2024/03-MARZO%202024/ESTIMATORIAS/R%20CTBG%202024-0265%20Resolucion%20expte%202778-2023.pdf,pdfs/043_R_CTBG_2024-0265.pdf,ok,200,230425,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución estimatoria por motivos formales,2024-04,R CTBG 2024-0370,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/AGE-2024/04-ABRIL/ESTIMATORIAS-POR-MOTIVOS-FORMALES/R%20CTBG%202024-0370%20Resoluci-n%20expte.%202887-2023.pdf,pdfs/044_R_CTBG_2024-0370.pdf,ok,200,203135,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución estimatoria,2025-11,R CTBG 2025-1392,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/reclamaciones/nuestras-resoluciones/resoluciones-%C3%A1mbito-estatal/2025/11-noviembre/ESTIMATORIAS/R%20CTBG%202025-1392%20_Resoluci%C3%B3n%20expte.%201517-2025_.pdf,pdfs/045_R_CTBG_2025-1392.pdf,ok,200,215670,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,autonomico,,Resolución autonómica,2025,RA CTBG 2025-0201,,na,https://www.consejodetransparencia.es/ct_Home/dam/jcr:e2f10fab-79a1-49ba-9482-5dd0d08094ab/RA%20CTBG%202025-0201%20%5BExpediente%20238-2025%5D_Censurado.pdf,,error:HTTPError,,,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución estimatoria,2025-09,R CTBG 2025-1132,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/reclamaciones/nuestras-resoluciones/resoluciones-%C3%A1mbito-estatal/2025/09-septiembre/ESTIMATORIAS/R%20CTBG%202025-1132%20_Resolucion%20expte.%201045-2025_.pdf,pdfs/047_R_CTBG_2025-1132.pdf,ok,200,298668,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución estimatoria,2025-07,R CTBG 2025-0830,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/reclamaciones/nuestras-resoluciones/resoluciones-%C3%A1mbito-estatal/2025/07-julio/ESTIMATORIAS/R%20CTBG%202025-0830%20_Resolucion%20expte.%20546-2025_.pdf,pdfs/048_R_CTBG_2025-0830.pdf,ok,200,219253,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución estimatoria,2025-09,R CTBG 2025-1054,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/reclamaciones/nuestras-resoluciones/resoluciones-%C3%A1mbito-estatal/2025/09-septiembre/ESTIMATORIAS/R%20CTBG%202025-1054%20_Resolucion%20expte.%20898-2025_.pdf,pdfs/049_R_CTBG_2025-1054.pdf,ok,200,265870,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución de inadmisión,2025-09,R CTBG 2025-1068,,inadmision,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/reclamaciones/nuestras-resoluciones/resoluciones-%C3%A1mbito-estatal/2025/09-septiembre/INADMISI%C3%93N/R%20CTBG%202025-1068%20_Resolucion%20expte.%201963-2025_.pdf,pdfs/050_R_CTBG_2025-1068.pdf,ok,200,210520,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución,2025-03,R CTBG 2025-0312,,na,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/AGE-2025/03marzo/R%20CTBG%202025-0312%20(Resolucion%20expte.%202087-2024).pdf,pdfs/051_R_CTBG_2025-0312.pdf,ok,200,245744,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,autonomico,,Resolución autonómica,2025,RA CTBG 2025-0352,,na,https://www.consejodetransparencia.es/ct_Home/dam/jcr:28e2226c-8af3-4cc8-ad6c-3fc788018acb/RA%20CTBG%202025-0352%20%5BExpediente%201022_2025%5D_Censurado.pdf,,error:HTTPError,,,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución,2025,R CTBG 2025-0208,,na,https://www.consejodetransparencia.es/ct_Home/dam/jcr:10cef90f-825d-4375-8917-091d9013898a/R%20CTBG%202025-0208%20%5BResolucion%20expte.%201869-2024%5D.pdf,,error:HTTPError,,,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución desestimatoria,2023-10,R CTBG 2023-0825,,desestimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/AGE-2023/OCTUBRE%202023/DESESTIMADAS/R%20CTBG%202023-0825%20Resoluci-n%20expte.%20976-2023.pdf,pdfs/054_R_CTBG_2023-0825.pdf,ok,200,184263,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución estimatoria por motivos formales,2023-12,R CTBG 2023-1063,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/AGE-2023/12-DICIEMBRE%202023/ESTIMATORIAS-MOTIVOS-FORMALES/R%20CTBG%202023-1063%20Resoluci-n%20expte.%202138-2023.pdf,pdfs/055_R_CTBG_2023-1063.pdf,ok,200,210446,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución estimada,2023-06,R CTBG 2023-0449,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/AGE-2023/06-junio/ESTIMADAS/R-20CTBG-202023-0449-20-5BResoluci-EF-BF-BDn_expte.-20R-0979-2022-5D.pdf,pdfs/056_R_CTBG_2023-0449.pdf,ok,200,187963,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución parcialmente estimada,2023-09,R CTBG 2023-0793,,parcial,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/AGE-2023/09-SEPTIEMBRE/ESTIMATORIAS-PARCIAL/R%20CTBG%202023-0793%20Resoluci-n%20expte.%201109-2023.pdf,pdfs/057_R_CTBG_2023-0793.pdf,ok,200,167807,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución parcialmente estimada,2023-05,R CTBG 2023-0405,,parcial,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/AGE-2023/05-MAYO/ESTIMADAS-PARCIAL/R-CTBG-2023-0405_Resolucion_expte_R-0953-2022.pdf,pdfs/058_R_CTBG_2023-0405.pdf,ok,200,238889,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución,2024-01,R CTBG 2024-0036,,na,https://www.consejodetransparencia.es/ct_Home/dam/jcr:da8e2a5f-da5d-4acc-bec4-003c3a0753b3/R%20CTBG%202024-0036%20%5BResoluci%EF%BF%BDn%20expte.%202219-2023%5D.pdf,,error:HTTPError,,,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución estimatoria,2023-08,R CTBG 2023-0682,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/AGE-2023/08-AGOSTO/ESTIMATORIAS/R%20CTBG%202023-0682%20Resoluci-n_expte.%20810-2023.pdf,pdfs/060_R_CTBG_2023-0682.pdf,ok,200,169308,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución estimatoria,2023-09,R CTBG 2023-0752,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/AGE-2023/09-SEPTIEMBRE/ESTIMATORIAS/R%20CTBG%202023-0752%20Resoluci-n%20expte.%20602-2023.pdf,pdfs/061_R_CTBG_2023-0752.pdf,ok,200,180840,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución desestimatoria,2023-10,R CTBG 2023-0870,,desestimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/AGE-2023/OCTUBRE%202023/DESESTIMADAS/R%20CTBG%202023-0870%20Resoluci-n%20expte.%201234-2023.pdf,pdfs/062_R_CTBG_2023-0870.pdf,ok,200,234810,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución desestimatoria,2023-06,R CTBG 2023-0425,,desestimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/AGE-2023/06-junio/DESESTIMADAS/R%20CTBG%202023-0425%20Resoluci-n_expte.%20R-0932-2022.pdf,pdfs/063_R_CTBG_2023-0425.pdf,ok,200,259716,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución 276/2022 - Desestimada,2022-09,R-0329-2022,,desestimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/AGE-2022/09septiembre/DESESTIMADAS/Resolucion%20276-2022_expte.%20R-0329-2022.pdf,pdfs/064_R-0329-2022.pdf,ok,200,538846,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución estimada,2023-04,R CTBG 2023-0235,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/AGE-2023/04-ABRIL/ESTIMADAS/R%20CTBG%202023-0235%20Resoluci-n_expte.%20R-0822-2022.pdf,pdfs/065_R_CTBG_2023-0235.pdf,ok,200,195126,
